Model_file,Sequence,Node-Clade,Model_cofactor,Pocket_volume
AncD-1_B025_Mo.pdb,AncD-1,AncD,Mo,1171.875
AncD-1_B026_Mo.pdb,AncD-1,AncD,Mo,1222.625
AncD-1_B027_Mo.pdb,AncD-1,AncD,Mo,1172.375
AncD-1_B028_Mo.pdb,AncD-1,AncD,Mo,1212.625
AncD-1_B029_Mo.pdb,AncD-1,AncD,Mo,1079
AncD-1_B030_Mo.pdb,AncD-1,AncD,Mo,1185.875
AncD-1_B031_Mo.pdb,AncD-1,AncD,Mo,1123.625
AncD-1_B032_Mo.pdb,AncD-1,AncD,Mo,1127.625
AncD-1_B033_Mo.pdb,AncD-1,AncD,Mo,1219
AncD-1_B034_Mo.pdb,AncD-1,AncD,Mo,1094.875
AncD-1_B035_Mo.pdb,AncD-1,AncD,Mo,1137.5
AncD-1_B036_Mo.pdb,AncD-1,AncD,Mo,1162.5
AncD-1_B037_Mo.pdb,AncD-1,AncD,Mo,1140.75
AncD-1_B038_Mo.pdb,AncD-1,AncD,Mo,1173.375
AncD-1_B039_Mo.pdb,AncD-1,AncD,Mo,1142.75
AncD-1_B040_Mo.pdb,AncD-1,AncD,Mo,1079.875
AncD-1_B041_Mo.pdb,AncD-1,AncD,Mo,1185.5
AncD-1_B042_Mo.pdb,AncD-1,AncD,Mo,1183
AncD-1_B043_Mo.pdb,AncD-1,AncD,Mo,1168.25
AncD-1_B044_Mo.pdb,AncD-1,AncD,Mo,1120.375
AncD-1_B045_Mo.pdb,AncD-1,AncD,Mo,1157.875
AncD-1_B046_Mo.pdb,AncD-1,AncD,Mo,1137.25
AncD-1_B047_Mo.pdb,AncD-1,AncD,Mo,1154.75
AncD-1_B048_Mo.pdb,AncD-1,AncD,Mo,1147.875
AncD-1_B049_Mo.pdb,AncD-1,AncD,Mo,1145.25
AncD-1_B050_Mo.pdb,AncD-1,AncD,Mo,1107.125
AncD-1_B051_Mo.pdb,AncD-1,AncD,Mo,1165.125
AncD-1_B052_Mo.pdb,AncD-1,AncD,Mo,1176
AncD-1_B053_Mo.pdb,AncD-1,AncD,Mo,1065.5
AncD-1_B054_Mo.pdb,AncD-1,AncD,Mo,1167.25
AncD-1_B055_Mo.pdb,AncD-1,AncD,Mo,1140
AncD-1_B056_Mo.pdb,AncD-1,AncD,Mo,1136.875
AncD-1_B057_Mo.pdb,AncD-1,AncD,Mo,1110.25
AncD-1_B058_Mo.pdb,AncD-1,AncD,Mo,1125.125
AncD-1_B059_Mo.pdb,AncD-1,AncD,Mo,1199
AncD-1_B060_Mo.pdb,AncD-1,AncD,Mo,1084.875
AncD-1_B061_Mo.pdb,AncD-1,AncD,Mo,1072.5
AncD-1_B062_Mo.pdb,AncD-1,AncD,Mo,1140
AncD-1_B063_Mo.pdb,AncD-1,AncD,Mo,1202.75
AncD-1_B064_Mo.pdb,AncD-1,AncD,Mo,1183.125
AncD-1_B065_Mo.pdb,AncD-1,AncD,Mo,1146.875
AncD-1_B066_Mo.pdb,AncD-1,AncD,Mo,1080.625
AncD-1_B067_Mo.pdb,AncD-1,AncD,Mo,1252
AncD-1_B068_Mo.pdb,AncD-1,AncD,Mo,1064
AncD-1_B069_Mo.pdb,AncD-1,AncD,Mo,1164.25
AncD-1_B070_Mo.pdb,AncD-1,AncD,Mo,1142.25
AncD-1_B071_Mo.pdb,AncD-1,AncD,Mo,1014.375
AncD-1_B072_Mo.pdb,AncD-1,AncD,Mo,1191.625
AncD-1_B073_Mo.pdb,AncD-1,AncD,Mo,1225.875
AncD-1_B074_Mo.pdb,AncD-1,AncD,Mo,1157.5
AncD-1_B075_Mo.pdb,AncD-1,AncD,Mo,1042.625
AncD-1_B076_Mo.pdb,AncD-1,AncD,Mo,1129.875
AncD-1_B077_Mo.pdb,AncD-1,AncD,Mo,1147.75
AncD-1_B078_Mo.pdb,AncD-1,AncD,Mo,1159.375
AncD-1_B079_Mo.pdb,AncD-1,AncD,Mo,1140.875
AncD-1_B080_Mo.pdb,AncD-1,AncD,Mo,1209.125
AncD-1_B081_Mo.pdb,AncD-1,AncD,Mo,1152.25
AncD-1_B082_Mo.pdb,AncD-1,AncD,Mo,1115.375
AncD-1_B083_Mo.pdb,AncD-1,AncD,Mo,1172.75
AncD-1_B084_Mo.pdb,AncD-1,AncD,Mo,1226.375
AncD-1_B085_Mo.pdb,AncD-1,AncD,Mo,1162.625
AncD-1_B086_Mo.pdb,AncD-1,AncD,Mo,1145.375
AncD-1_B087_Mo.pdb,AncD-1,AncD,Mo,1098.125
AncD-1_B088_Mo.pdb,AncD-1,AncD,Mo,1158.75
AncD-1_B089_Mo.pdb,AncD-1,AncD,Mo,1179.625
AncD-1_B090_Mo.pdb,AncD-1,AncD,Mo,1200.625
AncD-1_B091_Mo.pdb,AncD-1,AncD,Mo,1120
AncD-1_B092_Mo.pdb,AncD-1,AncD,Mo,1148.125
AncD-1_B093_Mo.pdb,AncD-1,AncD,Mo,1252.625
AncD-1_B094_Mo.pdb,AncD-1,AncD,Mo,1188.75
AncD-1_B095_Mo.pdb,AncD-1,AncD,Mo,1127.75
AncD-1_B096_Mo.pdb,AncD-1,AncD,Mo,1095.625
AncD-1_B097_Mo.pdb,AncD-1,AncD,Mo,1074
AncD-1_B098_Mo.pdb,AncD-1,AncD,Mo,1143.375
AncD-1_B099_Mo.pdb,AncD-1,AncD,Mo,1153.5
AncD-1_B100_Mo.pdb,AncD-1,AncD,Mo,1133
AncD-1_NifD.B99990002.pdb,AncD-1,AncD,Mo,1087.75
AncD-1_NifD.B99990019.pdb,AncD-1,AncD,Mo,1194.25
AncD-1_NifD.B99990023.pdb,AncD-1,AncD,Mo,1196
AncD-1_NifD.B99990048.pdb,AncD-1,AncD,Mo,1105.875
AncD-1_NifD.B99990063.pdb,AncD-1,AncD,Mo,1146.875
AncD-1_NifD.B99990067.pdb,AncD-1,AncD,Mo,1226
AncD-1_NifD.B99990082.pdb,AncD-1,AncD,Mo,1174.625
AncD-1_NifD.B99990083.pdb,AncD-1,AncD,Mo,1152.625
AncD-1_NifD.B99990084.pdb,AncD-1,AncD,Mo,1071.125
AncD-1_NifD.B99990098.pdb,AncD-1,AncD,Mo,1269.75
AncD-2_B001_Mo.pdb,AncD-2,AncD,Mo,1175.25
AncD-2_B002_Mo.pdb,AncD-2,AncD,Mo,1147.75
AncD-2_B003_Mo.pdb,AncD-2,AncD,Mo,1167.25
AncD-2_B004_Mo.pdb,AncD-2,AncD,Mo,1209.5
AncD-2_B005_Mo.pdb,AncD-2,AncD,Mo,1116.25
AncD-2_B006_Mo.pdb,AncD-2,AncD,Mo,1245.75
AncD-2_B007_Mo.pdb,AncD-2,AncD,Mo,1146.625
AncD-2_B008_Mo.pdb,AncD-2,AncD,Mo,1121.125
AncD-2_B009_Mo.pdb,AncD-2,AncD,Mo,1189.875
AncD-2_B010_Mo.pdb,AncD-2,AncD,Mo,1255.5
AncD-2_B011_Mo.pdb,AncD-2,AncD,Mo,1164.25
AncD-2_B012_Mo.pdb,AncD-2,AncD,Mo,1213
AncD-2_B013_Mo.pdb,AncD-2,AncD,Mo,1133
AncD-2_B014_Mo.pdb,AncD-2,AncD,Mo,1193.875
AncD-2_B015_Mo.pdb,AncD-2,AncD,Mo,1140.875
AncD-2_B016_Mo.pdb,AncD-2,AncD,Mo,1151.25
AncD-2_B017_Mo.pdb,AncD-2,AncD,Mo,1211.25
AncD-2_B018_Mo.pdb,AncD-2,AncD,Mo,1134.375
AncD-2_B019_Mo.pdb,AncD-2,AncD,Mo,1146.125
AncD-2_B020_Mo.pdb,AncD-2,AncD,Mo,1124.125
AncD-2_B021_Mo.pdb,AncD-2,AncD,Mo,1199.25
AncD-2_B022_Mo.pdb,AncD-2,AncD,Mo,1141.375
AncD-2_B023_Mo.pdb,AncD-2,AncD,Mo,1170.5
AncD-2_B024_Mo.pdb,AncD-2,AncD,Mo,1189.5
AncD-2_B025_Mo.pdb,AncD-2,AncD,Mo,1162.25
AncD-2_B026_Mo.pdb,AncD-2,AncD,Mo,1186.75
AncD-2_B027_Mo.pdb,AncD-2,AncD,Mo,1209.5
AncD-2_B028_Mo.pdb,AncD-2,AncD,Mo,1234
AncD-2_B029_Mo.pdb,AncD-2,AncD,Mo,1214.625
AncD-2_B030_Mo.pdb,AncD-2,AncD,Mo,1152.5
AncD-2_B031_Mo.pdb,AncD-2,AncD,Mo,1147.5
AncD-2_B032_Mo.pdb,AncD-2,AncD,Mo,1217.5
AncD-2_B033_Mo.pdb,AncD-2,AncD,Mo,1158.625
AncD-2_B034_Mo.pdb,AncD-2,AncD,Mo,1160
AncD-2_B035_Mo.pdb,AncD-2,AncD,Mo,1163.75
AncD-2_B036_Mo.pdb,AncD-2,AncD,Mo,1087.125
AncD-2_B037_Mo.pdb,AncD-2,AncD,Mo,1176.75
AncD-2_B038_Mo.pdb,AncD-2,AncD,Mo,1116.125
AncD-2_B039_Mo.pdb,AncD-2,AncD,Mo,1196.125
AncD-2_B040_Mo.pdb,AncD-2,AncD,Mo,1243.625
AncD-2_B041_Mo.pdb,AncD-2,AncD,Mo,1224.25
AncD-2_B042_Mo.pdb,AncD-2,AncD,Mo,1132.25
AncD-2_B043_Mo.pdb,AncD-2,AncD,Mo,1138
AncD-2_B044_Mo.pdb,AncD-2,AncD,Mo,1145.375
AncD-2_B045_Mo.pdb,AncD-2,AncD,Mo,1156.25
AncD-2_B046_Mo.pdb,AncD-2,AncD,Mo,1143.875
AncD-2_B047_Mo.pdb,AncD-2,AncD,Mo,1150.875
AncD-2_B048_Mo.pdb,AncD-2,AncD,Mo,1067.625
AncD-2_B049_Mo.pdb,AncD-2,AncD,Mo,1121.625
AncD-2_B050_Mo.pdb,AncD-2,AncD,Mo,1224.5
AncD-2_B051_Mo.pdb,AncD-2,AncD,Mo,1125.75
AncD-2_B052_Mo.pdb,AncD-2,AncD,Mo,1160.125
AncD-2_B053_Mo.pdb,AncD-2,AncD,Mo,1116.875
AncD-2_B054_Mo.pdb,AncD-2,AncD,Mo,1131.125
AncD-2_B055_Mo.pdb,AncD-2,AncD,Mo,1140.375
AncD-2_B056_Mo.pdb,AncD-2,AncD,Mo,1136.625
AncD-2_B057_Mo.pdb,AncD-2,AncD,Mo,1038.5
AncD-2_B058_Mo.pdb,AncD-2,AncD,Mo,1101
AncD-2_B059_Mo.pdb,AncD-2,AncD,Mo,1059.125
AncD-2_B060_Mo.pdb,AncD-2,AncD,Mo,1189.125
AncD-2_B061_Mo.pdb,AncD-2,AncD,Mo,1152.5
AncD-2_B062_Mo.pdb,AncD-2,AncD,Mo,1138.5
AncD-2_B063_Mo.pdb,AncD-2,AncD,Mo,1185.875
AncD-2_B064_Mo.pdb,AncD-2,AncD,Mo,1127.125
AncD-2_B065_Mo.pdb,AncD-2,AncD,Mo,1111.5
AncD-2_B066_Mo.pdb,AncD-2,AncD,Mo,1058.5
AncD-2_B067_Mo.pdb,AncD-2,AncD,Mo,1193.875
AncD-2_B068_Mo.pdb,AncD-2,AncD,Mo,1129.375
AncD-2_B069_Mo.pdb,AncD-2,AncD,Mo,1150.25
AncD-2_B070_Mo.pdb,AncD-2,AncD,Mo,1196.5
AncD-2_B071_Mo.pdb,AncD-2,AncD,Mo,1156.25
AncD-2_B072_Mo.pdb,AncD-2,AncD,Mo,1193.25
AncD-2_B073_Mo.pdb,AncD-2,AncD,Mo,1166.75
AncD-2_B074_Mo.pdb,AncD-2,AncD,Mo,1138.375
AncD-2_B075_Mo.pdb,AncD-2,AncD,Mo,1158.625
AncD-2_B076_Mo.pdb,AncD-2,AncD,Mo,1100.125
AncD-2_B077_Mo.pdb,AncD-2,AncD,Mo,1120.125
AncD-2_B078_Mo.pdb,AncD-2,AncD,Mo,1160
AncD-2_B079_Mo.pdb,AncD-2,AncD,Mo,1110.75
AncD-2_B080_Mo.pdb,AncD-2,AncD,Mo,1186.5
AncD-2_B081_Mo.pdb,AncD-2,AncD,Mo,1196.5
AncD-2_B082_Mo.pdb,AncD-2,AncD,Mo,1108.625
AncD-2_B083_Mo.pdb,AncD-2,AncD,Mo,1157.125
AncD-2_B084_Mo.pdb,AncD-2,AncD,Mo,1171
AncD-2_B085_Mo.pdb,AncD-2,AncD,Mo,1141.125
AncD-2_B086_Mo.pdb,AncD-2,AncD,Mo,1159.5
AncD-2_B087_Mo.pdb,AncD-2,AncD,Mo,1141.625
AncD-2_B088_Mo.pdb,AncD-2,AncD,Mo,1210.75
AncD-2_B089_Mo.pdb,AncD-2,AncD,Mo,1191.625
AncD-2_B090_Mo.pdb,AncD-2,AncD,Mo,1213.625
AncD-2_B091_Mo.pdb,AncD-2,AncD,Mo,1168.25
AncD-2_B092_Mo.pdb,AncD-2,AncD,Mo,1106.375
AncD-2_B093_Mo.pdb,AncD-2,AncD,Mo,1157.625
AncD-2_B094_Mo.pdb,AncD-2,AncD,Mo,1133.625
AncD-2_B095_Mo.pdb,AncD-2,AncD,Mo,1213.625
AncD-2_B096_Mo.pdb,AncD-2,AncD,Mo,1161.125
AncD-2_B097_Mo.pdb,AncD-2,AncD,Mo,1211.375
AncD-2_B098_Mo.pdb,AncD-2,AncD,Mo,1141.875
AncD-2_B099_Mo.pdb,AncD-2,AncD,Mo,1193.75
AncD-2_B100_Mo.pdb,AncD-2,AncD,Mo,1194.5
AncD-2_NifD.B99990015.pdb,AncD-2,AncD,Mo,1135.625
AncD-2_NifD.B99990021.pdb,AncD-2,AncD,Mo,1179.25
AncD-2_NifD.B99990030.pdb,AncD-2,AncD,Mo,1268
AncD-2_NifD.B99990035.pdb,AncD-2,AncD,Mo,1170.125
AncD-2_NifD.B99990053.pdb,AncD-2,AncD,Mo,1219.625
AncD-2_NifD.B99990059.pdb,AncD-2,AncD,Mo,1179.75
AncD-2_NifD.B99990063.pdb,AncD-2,AncD,Mo,1195.75
AncD-2_NifD.B99990076.pdb,AncD-2,AncD,Mo,1150.5
AncD-2_NifD.B99990081.pdb,AncD-2,AncD,Mo,1145.5
AncD-2_NifD.B99990097.pdb,AncD-2,AncD,Mo,1174.875
AncD-3_B001_Mo.pdb,AncD-3,AncD,Mo,1120.75
AncD-3_B002_Mo.pdb,AncD-3,AncD,Mo,1109.75
AncD-3_B003_Mo.pdb,AncD-3,AncD,Mo,1172.625
AncD-3_B004_Mo.pdb,AncD-3,AncD,Mo,1116.625
AncD-3_B005_Mo.pdb,AncD-3,AncD,Mo,1113.875
AncD-3_B006_Mo.pdb,AncD-3,AncD,Mo,1023.25
AncD-3_B007_Mo.pdb,AncD-3,AncD,Mo,1137
AncD-3_B008_Mo.pdb,AncD-3,AncD,Mo,1226.75
AncD-3_B009_Mo.pdb,AncD-3,AncD,Mo,1106
AncD-3_B010_Mo.pdb,AncD-3,AncD,Mo,1054.5
AncD-3_B011_Mo.pdb,AncD-3,AncD,Mo,1172.875
AncD-3_B012_Mo.pdb,AncD-3,AncD,Mo,1233.125
AncD-3_B013_Mo.pdb,AncD-3,AncD,Mo,1060
AncD-3_B014_Mo.pdb,AncD-3,AncD,Mo,1135.25
AncD-3_B015_Mo.pdb,AncD-3,AncD,Mo,1257.25
AncD-3_B016_Mo.pdb,AncD-3,AncD,Mo,1127.125
AncD-3_B017_Mo.pdb,AncD-3,AncD,Mo,1155.75
AncD-3_B018_Mo.pdb,AncD-3,AncD,Mo,1114.625
AncD-3_B019_Mo.pdb,AncD-3,AncD,Mo,1261.875
AncD-3_B020_Mo.pdb,AncD-3,AncD,Mo,1231.5
AncD-3_B021_Mo.pdb,AncD-3,AncD,Mo,1161.875
AncD-3_B022_Mo.pdb,AncD-3,AncD,Mo,1125.875
AncD-3_B023_Mo.pdb,AncD-3,AncD,Mo,1173.25
AncD-3_B024_Mo.pdb,AncD-3,AncD,Mo,1147.25
AncD-3_B025_Mo.pdb,AncD-3,AncD,Mo,1163.125
AncD-3_B026_Mo.pdb,AncD-3,AncD,Mo,1163.125
AncD-3_B027_Mo.pdb,AncD-3,AncD,Mo,1208.75
AncD-3_B028_Mo.pdb,AncD-3,AncD,Mo,1006.25
AncD-3_B029_Mo.pdb,AncD-3,AncD,Mo,1181.75
AncD-3_B030_Mo.pdb,AncD-3,AncD,Mo,1115.25
AncD-3_B031_Mo.pdb,AncD-3,AncD,Mo,1116.875
AncD-3_B032_Mo.pdb,AncD-3,AncD,Mo,1081.625
AncD-3_B033_Mo.pdb,AncD-3,AncD,Mo,1181.375
AncD-3_B034_Mo.pdb,AncD-3,AncD,Mo,1113.875
AncD-3_B035_Mo.pdb,AncD-3,AncD,Mo,1147.125
AncD-3_B036_Mo.pdb,AncD-3,AncD,Mo,1233
AncD-3_B037_Mo.pdb,AncD-3,AncD,Mo,1159.625
AncD-3_B038_Mo.pdb,AncD-3,AncD,Mo,1142
AncD-3_B039_Mo.pdb,AncD-3,AncD,Mo,1198.25
AncD-3_B040_Mo.pdb,AncD-3,AncD,Mo,1094.25
AncD-3_B041_Mo.pdb,AncD-3,AncD,Mo,1168.625
AncD-3_B042_Mo.pdb,AncD-3,AncD,Mo,1206.5
AncD-3_B043_Mo.pdb,AncD-3,AncD,Mo,1130.75
AncD-3_B044_Mo.pdb,AncD-3,AncD,Mo,1137.25
AncD-3_B045_Mo.pdb,AncD-3,AncD,Mo,968.5
AncD-3_B046_Mo.pdb,AncD-3,AncD,Mo,1168.125
AncD-3_B047_Mo.pdb,AncD-3,AncD,Mo,1121.875
AncD-3_B048_Mo.pdb,AncD-3,AncD,Mo,1130.625
AncD-3_B049_Mo.pdb,AncD-3,AncD,Mo,1200.5
AncD-3_B050_Mo.pdb,AncD-3,AncD,Mo,1179.25
AncD-3_B051_Mo.pdb,AncD-3,AncD,Mo,1182.75
AncD-3_B052_Mo.pdb,AncD-3,AncD,Mo,1113.75
AncD-3_B053_Mo.pdb,AncD-3,AncD,Mo,1135.125
AncD-3_B054_Mo.pdb,AncD-3,AncD,Mo,1142.875
AncD-3_B055_Mo.pdb,AncD-3,AncD,Mo,1184.75
AncD-3_B056_Mo.pdb,AncD-3,AncD,Mo,1211.625
AncD-3_B057_Mo.pdb,AncD-3,AncD,Mo,1159.875
AncD-3_B058_Mo.pdb,AncD-3,AncD,Mo,1201
AncD-3_B059_Mo.pdb,AncD-3,AncD,Mo,1192.125
AncD-3_B060_Mo.pdb,AncD-3,AncD,Mo,1154.875
AncD-3_B061_Mo.pdb,AncD-3,AncD,Mo,1155.375
AncD-3_B062_Mo.pdb,AncD-3,AncD,Mo,1193
AncD-3_B063_Mo.pdb,AncD-3,AncD,Mo,1198.25
AncD-3_B064_Mo.pdb,AncD-3,AncD,Mo,1174.625
AncD-3_B065_Mo.pdb,AncD-3,AncD,Mo,1191.875
AncD-3_B066_Mo.pdb,AncD-3,AncD,Mo,1205.25
AncD-3_B067_Mo.pdb,AncD-3,AncD,Mo,1096.125
AncD-3_B068_Mo.pdb,AncD-3,AncD,Mo,1115.375
AncD-3_B069_Mo.pdb,AncD-3,AncD,Mo,1199.875
AncD-3_B070_Mo.pdb,AncD-3,AncD,Mo,1014.125
AncD-3_B071_Mo.pdb,AncD-3,AncD,Mo,1128.875
AncD-3_B072_Mo.pdb,AncD-3,AncD,Mo,1113.5
AncD-3_B073_Mo.pdb,AncD-3,AncD,Mo,1105.25
AncD-3_B074_Mo.pdb,AncD-3,AncD,Mo,1196.25
AncD-3_B075_Mo.pdb,AncD-3,AncD,Mo,1186.25
AncD-3_B076_Mo.pdb,AncD-3,AncD,Mo,1125.75
AncD-3_B077_Mo.pdb,AncD-3,AncD,Mo,1131.125
AncD-3_B078_Mo.pdb,AncD-3,AncD,Mo,1123.125
AncD-3_B079_Mo.pdb,AncD-3,AncD,Mo,1210.75
AncD-3_B080_Mo.pdb,AncD-3,AncD,Mo,1117.5
AncD-3_B081_Mo.pdb,AncD-3,AncD,Mo,1071.625
AncD-3_B082_Mo.pdb,AncD-3,AncD,Mo,1041.5
AncD-3_B083_Mo.pdb,AncD-3,AncD,Mo,1132.875
AncD-3_B084_Mo.pdb,AncD-3,AncD,Mo,1145.25
AncD-3_B085_Mo.pdb,AncD-3,AncD,Mo,1089.125
AncD-3_B086_Mo.pdb,AncD-3,AncD,Mo,1129.125
AncD-3_B087_Mo.pdb,AncD-3,AncD,Mo,1082.125
AncD-3_B088_Mo.pdb,AncD-3,AncD,Mo,1069
AncD-3_B089_Mo.pdb,AncD-3,AncD,Mo,1152
AncD-3_B090_Mo.pdb,AncD-3,AncD,Mo,1197.625
AncD-3_B091_Mo.pdb,AncD-3,AncD,Mo,1113
AncD-3_B092_Mo.pdb,AncD-3,AncD,Mo,1176.375
AncD-3_B093_Mo.pdb,AncD-3,AncD,Mo,1020
AncD-3_B094_Mo.pdb,AncD-3,AncD,Mo,1033.625
AncD-3_B095_Mo.pdb,AncD-3,AncD,Mo,1171.375
AncD-3_B096_Mo.pdb,AncD-3,AncD,Mo,1199.125
AncD-3_B097_Mo.pdb,AncD-3,AncD,Mo,1091.875
AncD-3_B098_Mo.pdb,AncD-3,AncD,Mo,1130.875
AncD-3_B099_Mo.pdb,AncD-3,AncD,Mo,1176.875
AncD-3_B100_Mo.pdb,AncD-3,AncD,Mo,1180.875
AncD-3_NifD.B99990011.pdb,AncD-3,AncD,Mo,1185.75
AncD-3_NifD.B99990023.pdb,AncD-3,AncD,Mo,1163.125
AncD-3_NifD.B99990038.pdb,AncD-3,AncD,Mo,1169.625
AncD-3_NifD.B99990049.pdb,AncD-3,AncD,Mo,1190
AncD-3_NifD.B99990059.pdb,AncD-3,AncD,Mo,1186.5
AncD-3_NifD.B99990064.pdb,AncD-3,AncD,Mo,1170.125
AncD-3_NifD.B99990067.pdb,AncD-3,AncD,Mo,1142.75
AncD-3_NifD.B99990078.pdb,AncD-3,AncD,Mo,1158.375
AncD-3_NifD.B99990085.pdb,AncD-3,AncD,Mo,1153.875
AncD-3_NifD.B99990095.pdb,AncD-3,AncD,Mo,999.625
AncD-4_B001_Mo.pdb,AncD-4,AncD,Mo,979.5
AncD-4_B002_Mo.pdb,AncD-4,AncD,Mo,1181.25
AncD-4_B003_Mo.pdb,AncD-4,AncD,Mo,1103
AncD-4_B004_Mo.pdb,AncD-4,AncD,Mo,1147.75
AncD-4_B005_Mo.pdb,AncD-4,AncD,Mo,1182.125
AncD-4_B006_Mo.pdb,AncD-4,AncD,Mo,1151.5
AncD-4_B007_Mo.pdb,AncD-4,AncD,Mo,1122.375
AncD-4_B008_Mo.pdb,AncD-4,AncD,Mo,1204
AncD-4_B009_Mo.pdb,AncD-4,AncD,Mo,1125.25
AncD-4_B010_Mo.pdb,AncD-4,AncD,Mo,1125.375
AncD-4_B011_Mo.pdb,AncD-4,AncD,Mo,1195.125
AncD-4_B012_Mo.pdb,AncD-4,AncD,Mo,1161.875
AncD-4_B013_Mo.pdb,AncD-4,AncD,Mo,1070.75
AncD-4_B014_Mo.pdb,AncD-4,AncD,Mo,1037.125
AncD-4_B015_Mo.pdb,AncD-4,AncD,Mo,1150
AncD-4_B016_Mo.pdb,AncD-4,AncD,Mo,1150.375
AncD-4_B017_Mo.pdb,AncD-4,AncD,Mo,1068.5
AncD-4_B018_Mo.pdb,AncD-4,AncD,Mo,1103.5
AncD-4_B019_Mo.pdb,AncD-4,AncD,Mo,1155.5
AncD-4_B020_Mo.pdb,AncD-4,AncD,Mo,1176.25
AncD-4_B021_Mo.pdb,AncD-4,AncD,Mo,1127.5
AncD-4_B022_Mo.pdb,AncD-4,AncD,Mo,1084.75
AncD-4_B023_Mo.pdb,AncD-4,AncD,Mo,1147.875
AncD-4_B024_Mo.pdb,AncD-4,AncD,Mo,1153.375
AncD-4_B025_Mo.pdb,AncD-4,AncD,Mo,1103.375
AncD-4_B026_Mo.pdb,AncD-4,AncD,Mo,1120.625
AncD-4_B027_Mo.pdb,AncD-4,AncD,Mo,1104.125
AncD-4_B028_Mo.pdb,AncD-4,AncD,Mo,1118
AncD-4_B029_Mo.pdb,AncD-4,AncD,Mo,1090
AncD-4_B030_Mo.pdb,AncD-4,AncD,Mo,1208
AncD-4_B031_Mo.pdb,AncD-4,AncD,Mo,1143.875
AncD-4_B032_Mo.pdb,AncD-4,AncD,Mo,1003.375
AncD-4_B033_Mo.pdb,AncD-4,AncD,Mo,1144.5
AncD-4_B034_Mo.pdb,AncD-4,AncD,Mo,1196.5
AncD-4_B035_Mo.pdb,AncD-4,AncD,Mo,1231.125
AncD-4_B036_Mo.pdb,AncD-4,AncD,Mo,1138.75
AncD-4_B037_Mo.pdb,AncD-4,AncD,Mo,1109.5
AncD-4_B038_Mo.pdb,AncD-4,AncD,Mo,1158.25
AncD-4_B039_Mo.pdb,AncD-4,AncD,Mo,1167.25
AncD-4_B040_Mo.pdb,AncD-4,AncD,Mo,1041.75
AncD-4_B041_Mo.pdb,AncD-4,AncD,Mo,1108.5
AncD-4_B042_Mo.pdb,AncD-4,AncD,Mo,1192.625
AncD-4_B043_Mo.pdb,AncD-4,AncD,Mo,1189.25
AncD-4_B044_Mo.pdb,AncD-4,AncD,Mo,1098.125
AncD-4_B045_Mo.pdb,AncD-4,AncD,Mo,1097
AncD-4_B046_Mo.pdb,AncD-4,AncD,Mo,1154.875
AncD-4_B047_Mo.pdb,AncD-4,AncD,Mo,1071.75
AncD-4_B048_Mo.pdb,AncD-4,AncD,Mo,1067.875
AncD-4_B049_Mo.pdb,AncD-4,AncD,Mo,1174
AncD-4_B050_Mo.pdb,AncD-4,AncD,Mo,1101.25
AncD-4_B051_Mo.pdb,AncD-4,AncD,Mo,1116
AncD-4_B052_Mo.pdb,AncD-4,AncD,Mo,1102.625
AncD-4_B053_Mo.pdb,AncD-4,AncD,Mo,1183.375
AncD-4_B054_Mo.pdb,AncD-4,AncD,Mo,1157
AncD-4_B055_Mo.pdb,AncD-4,AncD,Mo,1172.875
AncD-4_B056_Mo.pdb,AncD-4,AncD,Mo,1135.25
AncD-4_B057_Mo.pdb,AncD-4,AncD,Mo,1086.375
AncD-4_B058_Mo.pdb,AncD-4,AncD,Mo,1171.125
AncD-4_B059_Mo.pdb,AncD-4,AncD,Mo,1161.75
AncD-4_B060_Mo.pdb,AncD-4,AncD,Mo,1066.625
AncD-4_B061_Mo.pdb,AncD-4,AncD,Mo,1171.875
AncD-4_B062_Mo.pdb,AncD-4,AncD,Mo,1104.75
AncD-4_B063_Mo.pdb,AncD-4,AncD,Mo,1138
AncD-4_B064_Mo.pdb,AncD-4,AncD,Mo,1114.625
AncD-4_B065_Mo.pdb,AncD-4,AncD,Mo,1107.875
AncD-4_B066_Mo.pdb,AncD-4,AncD,Mo,1168.25
AncD-4_B067_Mo.pdb,AncD-4,AncD,Mo,1107.75
AncD-4_B068_Mo.pdb,AncD-4,AncD,Mo,1137.875
AncD-4_B069_Mo.pdb,AncD-4,AncD,Mo,1064.625
AncD-4_B070_Mo.pdb,AncD-4,AncD,Mo,1190
AncD-4_B071_Mo.pdb,AncD-4,AncD,Mo,1169
AncD-4_B072_Mo.pdb,AncD-4,AncD,Mo,1138.375
AncD-4_B073_Mo.pdb,AncD-4,AncD,Mo,1057.375
AncD-4_B074_Mo.pdb,AncD-4,AncD,Mo,1043.375
AncD-4_B075_Mo.pdb,AncD-4,AncD,Mo,1142.75
AncD-4_B076_Mo.pdb,AncD-4,AncD,Mo,1095.5
AncD-4_B077_Mo.pdb,AncD-4,AncD,Mo,1114.5
AncD-4_B078_Mo.pdb,AncD-4,AncD,Mo,1155.125
AncD-4_B079_Mo.pdb,AncD-4,AncD,Mo,1189.375
AncD-4_B080_Mo.pdb,AncD-4,AncD,Mo,1107.25
AncD-4_B081_Mo.pdb,AncD-4,AncD,Mo,1045.375
AncD-4_B082_Mo.pdb,AncD-4,AncD,Mo,1159.75
AncD-4_B083_Mo.pdb,AncD-4,AncD,Mo,1117.75
